id_aluno,genero,ano_nasc,ano_ingresso,tipo_instituicao,pedra,inde,cf,ct,n_av,avaliador_1,rec_av_1,avaliador_2,rec_av_2,avaliador_3,rec_av_3,avaliador_4,rec_av_4,iaa,ieg,ips,rec_psicologia,ida,matem,portug,ingles,indicado_bolsa,ipv,ian,destaque_ieg,destaque_ida,destaque_ipv,ano,ipp,avaliador_5,avaliador_6,escola,fase,fase_ideal,fase_grupo,idade,tempo_vinculo,defas,atingiu_pv,em_risco
670,0,2012.0,2022,Escola Pública,Ametista,7.451,88.0,6.0,2.0,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.0,8.8,7.5,Não atendido,6.9,6.5,7.3,,Não,8.167,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.275999999999993,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
670,0,2012.0,2022,Pública,Topázio,8.6067,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,8.7,7.52,,7.0,5.8,8.2,,,9.343333333,10.0,,,,2023,8.958333333,,,,2.0,2.0,fase_0_7,11.0,1,0.0,True,False
670,0,2012.0,2022,Privada - Programa de Apadrinhamento,Topázio,8.8602539683,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,9.441269841333334,7.51,,8.666666666666666,9.0,7.0,10.0,,8.166666667,10.0,,,,2024,8.958333333,,,Colégio Arco Íris Evolução,3.0,2.0,fase_0_7,12.0,2,1.0,False,False
671,1,2013.0,2021,Escola Pública,Ametista,7.617,75.0,4.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.2,8.1,Sem limitações,8.8,8.8,8.8,,Não,7.417,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.735999999999999,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
671,1,2013.0,2021,Pública,Agata,6.5143,,,2.0,Avaliador-13,,Avaliador-3,,,,,,7.9,8.3,3.14,,7.8,8.0,7.5,,,5.68,5.0,,,,2023,5.625,,,,0.0,2.0,fase_0_7,10.0,2,-2.0,False,True
672,0,2013.0,2021,Escola Pública,Ametista,7.48,96.0,6.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.5,8.1,Não atendido,8.8,8.5,9.1,,Não,6.75,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.099999999999998,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
672,0,2013.0,2021,Pública,Agata,6.5623,,,2.0,Avaliador-13,,Avaliador-3,,,,,,7.9,9.5,2.52,,6.4,6.0,6.7,,,6.43,5.0,,,,2023,5.625,,,,0.0,2.0,fase_0_7,10.0,2,-2.0,False,True
672,0,2013.0,2021,Pública,Quartzo,4.2118138341,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,7.918,3.95256917,6.26,,0.0,0.0,0.0,,,4.496666667,5.0,,,,2024,6.041666667,,,EM Etelvina Delfim Simões,1.0,2.0,fase_0_7,11.0,3,-1.0,False,True
673,0,2014.0,2022,Escola Pública,Topázio,8.65,2.0,1.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.2,8.1,Não atendido,9.2,9.4,8.9,,Sim,8.583,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.934000000000008,,,,0.0,0.0,fase_0_7,8.0,0,0.0,True,False
674,1,2014.0,2022,Escola Pública,Ametista,7.862,50.0,3.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.7,8.1,Sem limitações,8.0,8.9,7.0,,Não,6.333,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,4.954000000000001,,,,0.0,0.0,fase_0_7,8.0,0,0.0,False,False
674,1,2014.0,2022,Pública,Agata,6.6328,,,2.0,Avaliador-13,,Avaliador-3,,,,,,7.9,8.5,3.77,,5.2,5.3,5.0,,,8.67,5.0,,,,2023,5.0,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
675,1,2014.0,2022,Escola Pública,Ametista,7.576,79.0,5.0,2.0,Avaliador-11,Mantido na Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.6,8.1,Não atendido,7.4,8.8,5.9,,Sim,7.083,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.493999999999986,,,,0.0,0.0,fase_0_7,8.0,0,0.0,False,False
675,1,2014.0,2022,Pública,Topázio,8.3577,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,8.0,7.52,,8.3,8.5,8.0,,,8.34,10.0,,,,2023,6.875,,,,0.0,0.0,fase_0_7,9.0,1,0.0,False,False
676,1,2013.0,2021,Escola Pública,Ametista,7.911,44.0,2.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.6,8.1,Não atendido,9.3,9.5,9.1,,Sim,8.167,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.375999999999994,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
677,0,2014.0,2021,Escola Pública,Topázio,8.358,13.0,1.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.4,7.5,Não atendido,7.3,7.7,6.8,,Não,8.583,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.51400000000001,,,,0.0,0.0,fase_0_7,8.0,1,0.0,True,False
677,0,2014.0,2021,Pública,Topázio,8.5257,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,8.2,10.0,,8.7,9.0,8.3,,,9.84,5.0,,,,2023,6.875,,,,0.0,1.0,fase_0_7,9.0,2,-1.0,True,True
678,1,2013.0,2022,Escola Pública,Ametista,8.0,40.0,2.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,10.0,6.9,Sem limitações,7.3,7.5,7.0,,Não,9.5,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.499999999999989,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,True,True
678,1,2013.0,2022,Pública,Ametista,7.570158333,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,8.8,6.27,,7.3,6.8,7.7,,,8.336666667,5.0,,,,2023,7.65625,,,,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
679,1,2012.0,2020,Escola Pública,Ametista,7.172,129.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.2,7.5,Sem limitações,6.3,6.7,5.8,,Não,7.833,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.553999999999997,,,,0.0,2.0,fase_0_7,10.0,2,-2.0,False,True
679,1,2012.0,2020,Pública,Agata,6.138366667,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,7.5,7.5,5.02,,3.6,2.0,5.2,,,7.393333333,5.0,,,,2023,6.875,,,,1.0,2.0,fase_0_7,11.0,3,-1.0,False,True
68,1,2006.0,2019,Escola Pública,Ágata,6.438,40.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,6.0,7.5,Não atendido,4.0,4.7,4.8,2.7,Sim,7.944,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,7.691999999999997,,,,5.0,6.0,fase_0_7,16.0,3,-1.0,False,True
680,0,2012.0,2019,Escola Pública,Ametista,7.518,85.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.8,7.5,Não atendido,7.4,8.0,6.8,,Não,7.75,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.279999999999996,,,,0.0,2.0,fase_0_7,10.0,3,-2.0,False,True
680,0,2012.0,2019,Pública,Agata,6.5855,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.1,7.52,,6.4,5.2,7.5,,,7.78,5.0,,,,2023,6.875,,,,1.0,2.0,fase_0_7,11.0,4,-1.0,False,True
680,0,2012.0,2021,Pública,Quartzo,4.9800714287000005,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,0.0,6.6428571430000005,5.635,,3.0,2.5,3.5,,,6.606666667,5.0,,,,2024,6.666666667,,,EE Leonice de Aquino Oliveira,2.0,3.0,fase_0_7,12.0,3,-1.0,False,True
681,1,2012.0,2022,Escola Pública,Ametista,7.204,128.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.5,6.9,Requer avaliação,6.5,6.5,6.5,,Não,8.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.639999999999992,,,,0.0,2.0,fase_0_7,10.0,0,-2.0,False,True
681,1,2012.0,2022,Pública,Agata,6.2955,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,7.8,3.77,,8.3,8.8,7.8,,,8.18,5.0,,,,2023,5.625,,,,0.0,2.0,fase_0_7,11.0,1,-2.0,False,True
681,1,2012.0,2022,Privada,Agata,6.0398818182000005,,,2.0,Avaliador-3,,Avaliador-15,,,,,,9.502,7.840909091,6.26,,2.5,5.0,0.0,,,6.665,5.0,,,,2024,5.625,,,João Friaza Colégio,1.0,2.0,fase_0_7,12.0,2,-1.0,False,True
682,1,2011.0,2022,Escola Pública,Ametista,7.625,74.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.1,7.5,Não atendido,7.0,7.0,7.0,,Não,8.083,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.884,,,,0.0,2.0,fase_0_7,11.0,0,-2.0,False,True
683,1,2012.0,2022,Escola Pública,Ágata,6.011,180.0,3.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.9,5.0,7.5,Não atendido,4.0,8.0,0.0,,Não,8.083,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.544000000000002,,,,0.0,2.0,fase_0_7,10.0,0,-2.0,False,True
684,1,2015.0,2022,Escola Pública,Topázio,8.26,19.0,1.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.5,8.1,Não atendido,9.3,9.0,9.6,,Não,7.917,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.5659999999999865,,,,0.0,0.0,fase_0_7,7.0,0,0.0,False,False
684,1,2015.0,2022,Privada,Ametista,7.4277,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.1,7.52,,6.5,8.3,4.7,,,5.84,10.0,,,,2023,6.875,,,,0.0,0.0,fase_0_7,8.0,1,0.0,False,False
684,1,2015.0,2022,Privada,Ametista,7.769381818200001,,,2.0,Avaliador-3,,Avaliador-15,,,,,,10.002,9.090909091,7.51,,4.25,2.5,6.0,,,8.0,10.0,,,,2024,7.5,,,Recanto Betânia Centro Educacional,1.0,1.0,fase_0_7,9.0,2,0.0,False,False
685,1,2013.0,2022,Escola Pública,Ágata,6.864,152.0,2.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,6.2,5.0,Não indicado,8.0,8.0,8.0,,Não,7.833,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.5739999999999945,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
686,0,2013.0,2022,Escola Pública,Ametista,7.729,62.0,5.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,7.5,8.6,8.1,Sem limitações,8.8,9.2,8.5,,Não,8.083,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.723999999999991,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
686,0,2013.0,2022,Pública,Ametista,7.9642,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.0,7.52,,8.0,7.3,8.7,,,8.56,5.0,,,,2023,7.5,,,,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
686,0,2013.0,2022,Pública,Topázio,8.040259523700001,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,8.002,8.7857142855,6.885,,7.25,5.0,9.5,,,7.503333333,10.0,,,,2024,8.4375,,,EE Joaquim Mendes Feliz,2.0,2.0,fase_0_7,11.0,2,0.0,False,False
687,1,2013.0,2022,Escola Pública,Ametista,7.703,63.0,6.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,8.5,9.0,8.1,Sem limitações,8.3,9.0,7.5,,Não,8.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,4.8299999999999965,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
687,1,2013.0,2022,Pública,Ametista,7.617533333,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,9.0,7.52,,6.9,6.7,7.0,,,8.226666667,5.0,,,,2023,7.5,,,,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
687,1,2013.0,2022,Pública,Topázio,8.2739844611,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,9.2355889725,7.51,,7.25,6.5,8.0,,,8.003333333,10.0,,,,2024,8.75,,,EE Paschoal Carlos Magno,2.0,2.0,fase_0_7,11.0,2,0.0,False,False
688,1,2013.0,2022,Escola Pública,Ametista,7.771,56.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.7,7.5,Sem limitações,7.9,8.0,7.8,,Não,7.917,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.6760000000000055,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
688,1,2013.0,2022,Pública,Topázio,8.0442,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.3,7.52,,8.6,8.2,9.0,,,8.06,5.0,,,,2023,7.5,,,,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
688,1,2013.0,2022,Pública,Topázio,8.986533333300002,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,9.502,10.0,8.13,,7.5,6.0,9.0,,,9.45,10.0,,,,2024,8.333333333,,,EE Dom Pedro Villas Boas de Souza,2.0,2.0,fase_0_7,11.0,2,0.0,True,False
689,0,2013.0,2022,Escola Pública,Ágata,6.433,172.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.4,7.9,5.6,Requer avaliação,5.8,6.0,5.5,,Não,6.667,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.5959999999999965,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
69,1,2006.0,2018,Escola Pública,Quartzo,5.718,47.0,3.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Alocado em Fase anterior,Avaliador-31,Alocado em Fase anterior,8.3,6.1,7.5,Sem limitações,2.5,4.7,2.6,0.3,Não,6.167,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.8459999999999965,,,,5.0,6.0,fase_0_7,16.0,4,-1.0,False,True
690,0,2013.0,2022,Escola Pública,Ametista,7.541,83.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.5,7.5,Requer avaliação,7.0,7.2,6.8,,Não,7.417,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.576000000000008,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
690,0,2013.0,2022,Pública,Topázio,8.6112,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.8,6.89,,9.1,9.3,8.8,,,10.01,5.0,,,,2023,7.5,,,,0.0,2.0,fase_0_7,10.0,1,-2.0,True,True
690,0,2013.0,2022,Pública,Ametista,7.3853681818,,,2.0,Avaliador-15,,Avaliador-2,,,,,,7.918,8.409090909,7.51,,6.25,7.5,5.0,,,7.835,5.0,,,,2024,8.4375,,,EE Dom Pedro Villas Boas de Souza,1.0,2.0,fase_0_7,11.0,2,-1.0,False,True
691,0,2014.0,2022,Escola Pública,Topázio,8.68,1.0,1.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.2,8.1,Sem limitações,9.4,9.6,9.3,,Não,7.917,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.666000000000011,,,,0.0,0.0,fase_0_7,8.0,0,0.0,False,False
692,0,2013.0,2021,Escola Pública,Ametista,7.569,80.0,7.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,8.9,8.1,Sem limitações,6.9,7.0,6.8,,Não,7.917,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.655999999999999,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
692,0,2013.0,2021,Privada,Agata,6.588466667,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.4,7.7,7.52,,4.6,2.8,6.3,,,7.39,5.0,,,,2023,6.666666667,,,,1.0,2.0,fase_0_7,10.0,2,-1.0,False,True
693,0,2015.0,2022,Escola Pública,Ametista,7.944,43.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.8,8.1,Sem limitações,5.7,5.0,6.3,,Não,7.667,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.505999999999984,,,,0.0,0.0,fase_0_7,7.0,0,0.0,False,False
693,0,2015.0,2022,Pública,Topázio,9.0112,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.4,6.89,,8.5,8.2,8.7,,,10.01,10.0,,,,2023,7.5,,,,0.0,0.0,fase_0_7,8.0,1,0.0,True,False
693,0,2015.0,2022,Pública,Topázio,8.9079954545,,,2.0,Avaliador-3,,Avaliador-15,,,,,,10.002,9.5227272725,9.38,,8.0,8.0,8.0,,,8.42,10.0,,,,2024,7.8125,,,EE Dom Pedro Villas Boas de Souza,1.0,1.0,fase_0_7,9.0,2,0.0,True,False
694,1,2014.0,2022,Escola Pública,Topázio,8.378,11.0,2.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,8.1,Sem limitações,8.1,8.2,8.0,,Não,7.917,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.645999999999996,,,,0.0,0.0,fase_0_7,8.0,0,0.0,False,False
695,0,2014.0,2021,Escola Pública,Quartzo,4.28,189.0,5.0,2.0,Avaliador-13,Não avaliado,Avaliador-2,Não avaliado,,Não avaliado,,,9.0,3.1,7.5,Sem limitações,2.5,2.2,2.8,,Não,2.5,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.1000000000000067,,,,0.0,0.0,fase_0_7,8.0,1,0.0,False,False
696,0,2013.0,2021,Escola Pública,Ametista,7.441,98.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,9.0,7.5,Sem limitações,6.6,6.5,6.7,,Não,8.167,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.875999999999992,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
696,0,2013.0,2021,Pública,Ametista,7.172666667,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,9.4,5.02,,6.7,5.2,8.2,,,8.503333333,10.0,,,,2023,7.5,,,,1.0,1.0,fase_0_7,10.0,2,0.0,False,False
696,0,2013.0,2021,Pública,Ametista,7.482680952299999,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,7.418,7.845238095,7.51,,5.25,5.0,5.5,,,8.0,10.0,,,,2024,7.708333333,,,EE Dom Pedro Villas Boas de Souza,2.0,2.0,fase_0_7,11.0,3,0.0,False,False
697,1,2011.0,2021,Escola Pública,Ametista,7.675,67.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,7.0,9.3,7.5,Sem limitações,8.4,8.8,8.0,,Não,8.083,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.683999999999987,,,,0.0,2.0,fase_0_7,11.0,1,-2.0,False,True
698,1,2013.0,2021,Escola Pública,Ametista,7.44,99.0,3.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,9.8,2.5,Requer avaliação,8.1,8.0,8.2,,Não,8.083,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.933999999999999,,,,0.0,1.0,fase_0_7,9.0,1,-1.0,False,True
698,1,2013.0,2021,Pública,Ametista,7.553616667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.9,2.52,,5.7,4.3,7.0,,,8.113333333,10.0,,,,2023,7.1875,,,,1.0,1.0,fase_0_7,10.0,2,0.0,False,False
698,1,2013.0,2021,Pública,Ametista,7.3363190476,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,9.002,8.3214285715,6.88,,4.5,3.0,6.0,,,7.273333333,10.0,,,,2024,7.291666667,,,EE Dom Pedro Villas Boas de Souza,2.0,2.0,fase_0_7,11.0,3,0.0,False,False
699,1,2013.0,2022,Escola Pública,Ágata,6.658,165.0,4.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,5.2,9.2,7.5,Sem limitações,7.1,7.5,6.7,,Não,6.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,4.280000000000008,,,,0.0,1.0,fase_0_7,9.0,0,-1.0,False,True
699,1,2013.0,2022,Pública,Agata,6.389991667,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.3,3.77,,6.0,5.7,6.2,,,6.173333333,5.0,,,,2023,5.78125,,,,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
699,1,2013.0,2022,Pública,Agata,6.427771212000001,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,6.334,7.727272727000001,6.26,,6.5,7.0,6.0,,,5.833333333,5.0,,,,2024,6.5625,,,EE Dom Pedro Villas Boas de Souza,1.0,2.0,fase_0_7,11.0,2,-1.0,False,True
7,1,2004.0,2017,Rede Decisão,Ágata,6.818,11.0,5.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,0.0,8.4,7.5,Sem limitações,7.6,8.2,5.7,9.0,Não,7.667,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,8.345999999999991,,,,7.0,8.0,fase_0_7,18.0,5,-1.0,False,True
7,1,2004.0,2017,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,,,8.0,8.0,fase_8,19.0,6,0.0,False,False
7,1,2004.0,2021,Privada *Parcerias com Bolsa 100%,,,,,0.0,,,,,,,,,,,,,,,,,,,10.0,,,,2024,,,,Universidade Santo Amaro (UNISA),8.0,8.0,fase_8,20.0,3,0.0,False,False
70,0,2006.0,2017,Escola Pública,Quartzo,5.712,48.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.8,6.6,5.0,Sem limitações,2.9,5.7,2.9,0.2,Não,6.111,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.097999999999995,,,,5.0,6.0,fase_0_7,16.0,5,-1.0,False,True
