id_aluno,genero,ano_nasc,ano_ingresso,tipo_instituicao,pedra,inde,cf,ct,n_av,avaliador_1,rec_av_1,avaliador_2,rec_av_2,avaliador_3,rec_av_3,avaliador_4,rec_av_4,iaa,ieg,ips,rec_psicologia,ida,matem,portug,ingles,indicado_bolsa,ipv,ian,destaque_ieg,destaque_ida,destaque_ipv,ano,ipp,avaliador_5,avaliador_6,escola,fase,fase_ideal,fase_grupo,idade,tempo_vinculo,defas,atingiu_pv,em_risco
1468,0,2012.0,2024,Pública,Topázio,8.1281028822,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,8.972431078,7.51,,7.0,4.5,9.5,,,7.443333333,10.0,,,,2024,8.4375,,,EE Joaquim Mendes Feliz,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1469,1,2011.0,2024,Pública,Ametista,7.459755555500001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,9.4444444445,7.51,,4.75,6.0,3.5,,,8.223333333,5.0,,,,2024,8.75,,,EE Joaquim Mendes Feliz,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
147,0,2008.0,2022,Escola Pública,Ametista,7.541,24.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,7.7,7.5,Não atendido,6.1,5.8,4.8,7.7,Não,7.25,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.510000000000003,,,,4.0,4.0,fase_0_7,14.0,0,0.0,False,False
147,0,2008.0,2022,Pública,Quartzo,5.5425,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,0.0,7.0,5.63,,4.5,5.0,6.0,2.5,,7.46,5.0,,,,2023,6.875,,,,4.0,5.0,fase_0_7,15.0,1,-1.0,False,True
147,0,2008.0,2022,Pública,Ametista,7.400477922133334,,,3.0,Avaliador-24,,Avaliador-1,,Avaliador-7,,,,8.334,9.277056277,7.51,,6.166666666666667,6.0,2.5,10.0,,7.386666667,5.0,,,,2024,7.5,,,EE Joaquim Mendes Feliz,5.0,6.0,fase_0_7,16.0,2,-1.0,False,True
1470,0,2012.0,2024,Pública,Quartzo,5.967421532000001,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,8.002,6.35610766,6.26,,5.0,5.0,5.0,,,5.4125,5.0,,,,2024,6.875,,,EE Leonice de Aquino Oliveira,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1471,1,2011.0,2024,Pública,Ametista,7.404455434800001,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,10.002,7.195652174,7.51,,7.5,8.0,7.0,,,7.2425,5.0,,,,2024,7.65625,,,EE Loris Nassif Mattar Profa,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1472,1,2012.0,2022,Pública,Topázio,8.773575000000001,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,8.502,10.0,7.51,,8.75,9.0,8.5,,,8.1275,10.0,,,,2024,7.96875,,,EE Leonice de Aquino Oliveira,2.0,2.0,fase_0_7,12.0,2,0.0,False,False
1473,1,2011.0,2024,Pública,Agata,6.689320600500001,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,9.502,8.4368530025,5.625,,5.25,6.0,4.5,,,6.415,5.0,,,,2024,6.5625,,,EE Loris Nassif Mattar Profa,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1474,0,2013.0,2024,Pública,Ametista,7.384207505200001,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,8.002,7.960662526,5.625,,7.5,7.0,8.0,,,6.2875,10.0,,,,2024,6.71875,,,EE João Ortiz Rodrigues,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1475,0,2013.0,2024,Pública,Ametista,7.413901754400001,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,9.002,8.070175439,7.51,,5.0,7.0,3.0,,,6.993333333,10.0,,,,2024,7.5,,,EE Dom Pedro Villas Boas de Souza,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1476,0,2013.0,2024,Pública,Topázio,8.80795,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,9.502,10.0,5.635,,8.5,8.0,9.0,,,8.7525,10.0,,,,2024,8.4375,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,11.0,0,0.0,True,False
1477,1,2012.0,2024,Pública,Ametista,7.0514989130000005,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,8.002,8.010869565,7.51,,5.0,5.0,5.0,,,6.2875,10.0,,,,2024,6.40625,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1478,1,2012.0,2024,Pública,Agata,6.7210333334,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,8.002,6.666666667,6.255,,4.25,4.0,4.5,,,7.1225,10.0,,,,2024,6.875,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1479,1,2012.0,2024,Pública,Agata,6.615766239300001,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,8.502,6.1965811965,7.51,,4.25,4.0,4.5,,,6.0325,10.0,,,,2024,7.1875,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
148,1,2008.0,2022,Escola Pública,Ametista,7.894,16.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,7.9,10.0,Sem limitações,5.3,4.7,6.3,5.0,Sim,7.708,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,7.923999999999998,,,,4.0,4.0,fase_0_7,14.0,0,0.0,False,False
1480,1,2011.0,2024,Pública,Ametista,7.09445,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,8.502,8.875,7.51,,5.5,,5.5,,,6.9975,5.0,,,,2024,7.1875,,,EM Alfredo Schunk,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1481,0,2012.0,2024,Pública,Agata,6.860721739100001,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,8.502,8.782608695499999,7.51,,4.75,4.0,5.5,,,6.8275,5.0,,,,2024,6.875,,,EM Cecilia Cristina de Oliveira Rodrigues,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1482,1,2010.0,2024,Pública,Quartzo,5.2257,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,8.502,5.0,7.51,,0.0,0.0,0.0,,,6.8725,5.0,,,,2024,7.5,,,EM Cecilia Cristina de Oliveira Rodrigues,2.0,3.0,fase_0_7,14.0,0,-1.0,False,True
1483,1,2013.0,2024,Pública,Ametista,7.311433695700001,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,9.502,7.913043478500001,7.51,,6.5,6.0,7.0,,,5.7475,10.0,,,,2024,5.78125,,,EE Jardim Campestre,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1484,0,2010.0,2024,Pública,Ametista,7.754200000000001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,10.0,6.26,,7.0,5.0,9.0,,,7.89,5.0,,,,2024,7.5,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,14.0,0,-1.0,False,True
1485,1,2011.0,2024,Pública,Agata,6.7386875777,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,7.7432712215,5.625,,5.0,5.0,5.0,,,7.386666667,5.0,,,,2024,7.5,,,EM Cecilia Cristina de Oliveira Rodrigues,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1486,1,2013.0,2024,Pública,Agata,6.865474509900001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,5.431372549,6.26,,5.75,6.0,5.5,,,7.056666667,10.0,,,,2024,7.916666667,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1487,0,2011.0,2024,Pública,Topázio,8.0267434782,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.5652173915,6.26,,8.25,7.0,9.5,,,7.833333333,5.0,,,,2024,7.708333333,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1488,0,2013.0,2024,Pública,Agata,6.7668935818000016,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,7.111801242,7.51,,3.5,7.0,0.0,,,6.716666667,10.0,,,,2024,7.5,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1489,1,2012.0,2024,Pública,Quartzo,5.9842289855000015,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,5.793478261000001,6.26,,5.0,5.0,5.0,,,5.663333333,5.0,,,,2024,6.666666667,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
149,0,2007.0,2022,Escola Pública,Ágata,6.323,60.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.2,6.5,7.5,Não atendido,5.0,4.0,6.0,,Não,6.125,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.280000000000001,,,,4.0,5.0,fase_0_7,15.0,0,-1.0,False,True
149,0,2007.0,2022,Pública,Quartzo,5.622266667,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,8.8,4.2,2.52,,4.7,5.7,3.5,5.0,,7.2925,5.0,,,,2023,7.5,,,,4.0,6.0,fase_0_7,16.0,1,-2.0,False,True
149,0,2007.0,2022,Pública,Quartzo,5.7316173854,,,5.0,Avaliador-23,,Avaliador-26,,Avaliador-22,,Avaliador-1,,9.585,4.104378593666667,6.26,,3.8333333333333335,0.0,6.5,5.0,,6.626,5.0,,,,2024,7.34375,Avaliador-5,,EE Leonice de Aquino Oliveira,5.0,7.0,fase_0_7,17.0,2,-2.0,False,True
1490,0,2012.0,2024,Privada,Ametista,7.3725768116,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,9.5652173915,6.26,,7.75,8.0,7.5,,,6.333333333,5.0,,,,2024,6.666666667,,,Rede Decisão - Unidade União,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1491,1,2012.0,2024,Pública,Ametista,7.5072,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,6.25,7.51,,6.5,6.0,7.0,,,7.78,10.0,,,,2024,7.5,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1492,1,2014.0,2024,Pública,Topázio,8.479020512900002,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.8141025645,7.51,,8.0,6.0,10.0,,,8.45,10.0,,,,2024,8.75,,,EE Helio Luiz Dobrochinski Prof,2.0,1.0,fase_0_7,10.0,0,1.0,True,False
1493,1,2012.0,2024,Pública,Agata,6.378661323900001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,7.8468899525,7.51,,4.0,3.5,4.5,,,5.946666667,5.0,,,,2024,7.1875,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1494,0,2013.0,2024,Pública,Quartzo,5.8748823529,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,0.0,6.7794117645,7.51,,4.25,8.5,0.0,,,5.84,10.0,,,,2024,7.5,,,EE Donizetti Aparecido Leite Professor,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1495,0,2013.0,2021,Pública,Topázio,8.4845030302,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,8.318181818,7.51,,8.25,8.5,8.0,,,8.223333333,10.0,,,,2024,8.75,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,3,0.0,False,False
1496,0,2012.0,2024,Pública,Agata,6.7799738095,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,5.714285714500001,7.51,,4.25,2.5,6.0,,,6.773333333,10.0,,,,2024,7.8125,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1497,0,2012.0,2024,Pública,Quartzo,5.2423787879,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,0.0,5.0227272725,7.51,,2.0,4.0,0.0,,,6.996666667,10.0,,,,2024,6.875,,,EE Donizetti Aparecido Leite Professor,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1498,0,2011.0,2024,Pública,Ametista,7.147881818200001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,7.840909091,7.51,,7.0,5.0,9.0,,,6.33,5.0,,,,2024,8.125,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1499,0,2012.0,2024,Pública,Ametista,7.914800000000001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.418,9.25,6.885,,6.5,6.0,7.0,,,7.11,10.0,,,,2024,8.125,,,EE Donizetti Aparecido Leite Professor,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
15,1,2004.0,2022,Escola Pública,Ametista,7.783,3.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-29,Mantido na Fase + Bolsa,Avaliador-31,Mantido na Fase atual,8.8,10.0,7.5,Não atendido,7.3,8.0,6.5,,Sim,7.292,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.346000000000004,,,,7.0,8.0,fase_0_7,18.0,0,-1.0,False,True
150,0,2006.0,2020,Escola Pública,Ágata,6.962,41.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,6.3,6.9,Sem limitações,6.9,5.3,6.7,8.6,Sim,7.333,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.053999999999991,,,,4.0,6.0,fase_0_7,16.0,2,-2.0,False,True
1500,1,2013.0,2024,Pública,Ametista,7.360450000100002,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,8.3333333335,6.885,,3.5,2.0,5.0,,,7.556666667,10.0,,,,2024,8.4375,,,EE Donizetti Aparecido Leite Professor,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1501,0,2013.0,2024,Pública,Topázio,8.04495,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,10.0,7.51,,5.0,4.5,5.5,,,7.5,10.0,,,,2024,8.4375,,,EE Donizetti Aparecido Leite Professor,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1502,0,2012.0,2024,Pública,Agata,6.886091025600001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,7.628205128,7.51,,5.25,3.5,7.0,,,7.39,5.0,,,,2024,7.8125,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1503,0,2011.0,2024,Pública,Agata,6.991699999900001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,10.0,7.51,,2.75,3.0,2.5,,,7.723333333,5.0,,,,2024,8.958333333,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1504,0,2012.0,2024,Pública,Agata,6.057060605999999,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.5,4.6136363635,5.63,,6.75,5.0,8.5,,,6.94,5.0,,,,2024,5.833333333,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1505,1,2011.0,2024,Pública,Agata,6.7199171717,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,7.5252525255,7.51,,3.75,3.0,4.5,,,6.943333333,5.0,,,,2024,8.75,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1506,0,2013.0,2024,Pública,Ametista,7.151855844200001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.3874458875,7.51,,3.5,0.0,7.0,,,7.886666667,10.0,,,,2024,6.458333333,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1507,1,2012.0,2024,Pública,Quartzo,5.046077056300001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.918,4.448051948,7.51,,5.0,5.0,5.0,,,3.776666667,5.0,,,,2024,4.583333333,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1508,0,2013.0,2024,Pública,Topázio,8.1804207793,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.2294372295,7.51,,9.25,10.0,8.5,,,8.166666667,10.0,,,,2024,7.5,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1509,1,2013.0,2024,Pública,Ametista,7.560230303200001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,6.5151515155,7.51,,7.5,7.0,8.0,,,7.446666667,10.0,,,,2024,6.666666667,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
151,0,2006.0,2020,Escola Pública,Ametista,7.563,23.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,7.5,6.9,Sem limitações,8.3,7.3,8.0,9.5,Sim,7.958,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,7.413999999999996,,,,4.0,6.0,fase_0_7,16.0,2,-2.0,False,True
151,0,2006.0,2020,Pública,Agata,6.892541667,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,7.8,7.52,,7.9,6.8,7.0,10.0,,8.1725,5.0,,,,2023,8.59375,,,,5.0,7.0,fase_0_7,17.0,3,-2.0,False,True
1510,0,2013.0,2024,Pública,Topázio,9.4647454544,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.7727272725,7.51,,10.0,10.0,10.0,,,9.003333333,10.0,,,,2024,9.583333333,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,11.0,0,0.0,True,False
1511,0,2013.0,2024,Pública,Topázio,8.9217077641,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.3271221535,7.51,,8.75,8.0,9.5,,,8.556666667,10.0,,,,2024,8.4375,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,0,0.0,True,False
1512,0,2014.0,2024,Pública,Topázio,8.10445,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,10.0,7.51,,5.5,7.0,4.0,,,7.61,10.0,,,,2024,7.8125,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,10.0,0,0.0,False,False
1513,0,2012.0,2024,Pública,Agata,6.5509171717,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,7.5252525255,7.51,,3.75,4.0,3.5,,,7.223333333,5.0,,,,2024,7.5,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1514,0,2012.0,2024,Pública,Ametista,7.520576262600001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,7.979797980000001,7.51,,5.5,5.0,6.0,,,7.273333333,10.0,,,,2024,7.1875,,,EM Cecilia Cristina de Oliveira Rodrigues,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1515,0,2012.0,2024,Pública,Quartzo,5.832133333300001,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.418,6.6666666665,6.255,,3.5,6.0,1.0,,,6.72,5.0,,,,2024,6.875,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1516,0,2011.0,2024,Privada,Ametista,7.217066033133334,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.585,5.404288499000001,9.38,,4.666666666666667,0.0,5.0,9.0,,7.5475,10.0,,,,2024,7.96875,,,Colégio Arco Íris Evolução,3.0,3.0,fase_0_7,13.0,0,0.0,False,False
1517,1,2009.0,2024,Pública,Agata,6.240744444466667,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,4.305555555666667,9.38,,4.666666666666667,5.0,4.5,4.5,,6.7075,5.0,,,,2024,7.5,,,EE Maria André Schunck Dona,3.0,4.0,fase_0_7,15.0,0,-1.0,False,True
1518,0,2009.0,2022,Pública,Quartzo,5.721382142866666,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.084,5.714285714333333,9.38,,1.75,0.0,3.5,,,6.5825,5.0,,,,2024,7.65625,,,EE Leonice de Aquino Oliveira,3.0,4.0,fase_0_7,15.0,2,-1.0,False,True
1519,1,2009.0,2024,,Ametista,7.210222117800001,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.585,5.560902255666666,8.755,,4.833333333333333,0.0,6.5,8.0,,7.5025,10.0,,,,2024,7.96875,,,,3.0,3.0,fase_0_7,15.0,0,0.0,False,False
152,0,2006.0,2022,Escola Pública,Ágata,6.712,54.0,13.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.3,7.0,7.5,Não atendido,6.5,4.0,7.0,8.5,Não,6.292,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.735999999999995,,,,4.0,6.0,fase_0_7,16.0,0,-2.0,False,True
152,0,2006.0,2022,Pública,Agata,6.30695,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,7.9,7.7,2.52,,4.5,4.0,5.0,4.5,,7.71,5.0,,,,2023,7.8125,,,,4.0,6.0,fase_0_7,17.0,1,-2.0,False,True
152,0,2006.0,2022,Pública,Agata,6.5837938596,,,3.0,Avaliador-23,,Avaliador-24,,Avaliador-7,,,,7.5,7.337719298333333,5.63,,5.166666666666667,0.0,7.5,8.0,,7.443333333,5.0,,,,2024,7.8125,,,EE Donizetti Aparecido Leite Professor,5.0,7.0,fase_0_7,18.0,2,-2.0,False,True
1520,0,2010.0,2024,Pública,Ametista,7.0026462121333335,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.334,9.060606060666666,8.75,,3.75,4.0,3.5,,,7.3325,5.0,,,,2024,7.65625,,,EE Alexandre Rodrigues Nogueira,3.0,4.0,fase_0_7,14.0,0,-1.0,False,True
1521,0,2010.0,2024,Pública,Quartzo,5.065788844333333,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.5,6.157902555,2.51,,3.1666666666666665,2.0,5.5,2.0,,5.4525,5.0,,,,2024,6.09375,,,EE Alexandre Rodrigues Nogueira,3.0,4.0,fase_0_7,14.0,0,-1.0,False,True
1522,1,2011.0,2024,Pública,Topázio,8.3261,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,10.0,9.38,,7.0,10.0,4.0,,,7.1275,10.0,,,,2024,6.875,,,EE Leonice de Aquino Oliveira,3.0,3.0,fase_0_7,13.0,0,0.0,False,False
1523,1,2012.0,2024,Pública,Topázio,8.67371279,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,6.666,9.283272283333334,8.755,,8.166666666666666,8.0,6.5,10.0,,8.755,10.0,,,,2024,8.90625,,,EE Alexandre Rodrigues Nogueira,3.0,2.0,fase_0_7,12.0,0,1.0,True,False
1524,0,2010.0,2024,Pública,Quartzo,5.5473805555333335,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.917,2.777777777666667,7.51,,4.0,4.0,,,,6.9175,5.0,,,,2024,7.65625,,,EE Mario Francisco de Amorim,3.0,4.0,fase_0_7,14.0,0,-1.0,False,True
1525,1,2011.0,2024,Pública,Ametista,7.778263492033334,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,7.917,8.293650793666666,5.63,,7.0,6.5,5.5,9.0,,7.553333333,10.0,,,,2024,8.541666667,,,EE Joaquim Mendes Feliz,3.0,3.0,fase_0_7,13.0,0,0.0,False,False
1526,0,2011.0,2024,Pública,Ametista,7.9798,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,10.0,8.75,,3.75,2.0,5.5,,,8.1275,10.0,,,,2024,8.125,,,EE Alexandre Rodrigues Nogueira,3.0,3.0,fase_0_7,13.0,0,0.0,False,False
1527,1,2010.0,2024,Pública,Topázio,8.631675000000001,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,10.0,7.51,,8.0,9.0,7.0,,,7.835,10.0,,,,2024,7.96875,,,EE Alexandre Rodrigues Nogueira,3.0,3.0,fase_0_7,14.0,0,0.0,False,False
1528,1,2011.0,2024,Pública,Ametista,7.622584090933335,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,7.787878788,7.51,,5.666666666666667,3.0,6.0,8.0,,7.335,10.0,,,,2024,7.96875,,,EE Alexandre Rodrigues Nogueira,3.0,3.0,fase_0_7,13.0,0,0.0,False,False
1529,0,2010.0,2024,Pública,Agata,6.710079487200001,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,6.666,7.435897436,7.51,,5.5,6.0,5.5,5.0,,6.964,5.0,,,,2024,8.125,Avaliador-7,,EE João Ortiz Rodrigues,3.0,4.0,fase_0_7,14.0,0,-1.0,False,True
153,0,2008.0,2018,Rede Decisão,Ametista,7.535,25.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.2,5.0,Requer avaliação,6.6,3.3,7.7,8.8,Não,7.708,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,7.434000000000003,,,,4.0,4.0,fase_0_7,14.0,4,0.0,False,False
