id_aluno,ano,ieg,ida,ipv
377,2023,7.6,4.8,7.6275
377,2024,7.698412698333333,5.166666666666667,7.634
378,2022,6.8,8.1,7.889
379,2022,8.1,5.0,6.778
380,2022,4.4,2.5,4.833
380,2023,6.4,4.5,6.5425
381,2022,8.3,3.3,6.944
381,2023,8.4,3.9,6.84
381,2024,6.133333333333333,3.6666666666666665,6.1225
382,2022,7.7,5.4,7.333
382,2023,9.4,5.2,7.1725
382,2024,6.324561403666666,3.0,6.43
383,2022,9.6,8.1,7.778
383,2023,8.8,6.5,7.5
383,2024,8.600288600333334,5.833333333333333,8.47
384,2022,8.4,8.1,8.0
384,2023,9.1,7.3,7.335
384,2024,8.607503607333333,7.5,7.936
385,2022,7.5,4.9,6.5
386,2022,5.9,4.0,7.222
386,2023,7.0,3.3,6.6325
387,2022,8.2,3.7,6.833
387,2023,6.8,3.0,7.0075
387,2024,7.166666666666667,4.333333333333333,5.9975
388,2022,8.5,4.5,7.722
388,2023,7.4,4.2,7.835
388,2024,6.349206349,4.333333333333333,5.764
389,2022,8.9,3.5,7.556
389,2023,8.2,8.2,8.95
389,2024,6.674358974333333,5.166666666666667,6.745
390,2022,8.8,4.7,7.722
390,2023,8.8,4.8,7.005
390,2024,6.080701754333333,4.166666666666667,6.08
391,2022,8.1,5.1,8.056
391,2023,7.5,3.5,7.585
392,2022,8.8,4.8,6.778
392,2023,9.5,4.6,7.17
392,2024,5.414731682,1.0,3.545
393,2022,5.4,4.6,6.778
394,2022,8.6,5.9,8.444
395,2022,8.9,4.9,8.333
395,2023,8.6,6.0,7.9175
395,2024,6.921693121666666,4.333333333333333,8.464
396,2022,8.0,5.6,6.556
397,2022,5.7,2.8,7.167
397,2023,7.9,4.6,7.465
397,2024,7.885292942666666,5.666666666666667,7.398
398,2022,9.3,5.5,7.5
398,2023,8.1,6.5,7.7925
398,2024,5.733333333333333,8.0,6.553333333
399,2022,9.3,4.3,7.5
399,2023,8.2,4.7,8.165
400,2022,8.5,1.7,7.444
400,2023,9.0,4.1,7.375
401,2022,9.6,4.3,6.722
401,2023,8.1,7.3,7.116666667
401,2024,6.839473684333334,4.833333333333333,6.915
402,2022,3.7,3.0,7.222
402,2023,7.3,4.2,6.88
402,2024,3.074074074,4.166666666666667,6.1175
403,2022,9.3,6.3,7.5
403,2023,8.8,7.8,8.45
403,2024,7.361111111,7.666666666666667,7.613333333
404,2022,7.3,5.3,6.944
404,2023,8.3,6.0,6.89
404,2024,6.286274509666666,5.666666666666667,6.998
405,2022,6.2,3.3,6.0
406,2022,9.5,6.6,7.333
407,2022,9.3,6.0,7.056
407,2023,8.6,7.3,7.5
407,2024,7.614522417333333,3.6666666666666665,7.875
408,2022,9.7,3.3,7.333
408,2023,8.5,6.8,8.45
408,2024,4.981481481666667,4.833333333333333,6.776666667
409,2022,9.7,7.8,7.5
409,2023,9.5,8.0,8.73
409,2024,9.231481481333333,7.166666666666667,7.223333333
410,2022,6.5,2.0,7.444
410,2023,5.8,4.9,6.0425
411,2022,8.6,7.1,7.833
411,2023,9.0,6.6,7.5425
411,2024,9.148148148,4.833333333333333,7.4125
412,2022,9.0,7.3,7.778
412,2023,8.9,6.2,7.585
412,2024,8.456140351,7.333333333333333,8.125
413,2022,8.7,4.7,7.056
413,2023,8.9,6.3,7.503333333
414,2022,9.3,5.9,7.667
414,2023,9.5,6.5,7.585
414,2024,8.429629629666666,6.0,5.67
415,2022,8.3,6.2,8.056
415,2023,8.2,3.7,7.8325
416,2022,9.3,7.2,8.222
416,2023,9.8,7.6,8.3375
416,2024,8.972709551666666,8.0,9.13
417,2022,10.0,8.0,9.556
417,2023,9.7,7.8,8.2125
417,2024,8.401559454333333,8.833333333333334,8.2925
418,2022,9.4,7.5,8.222
418,2023,10.0,8.1,8.045
418,2024,10.0,9.333333333333334,9.0475
419,2022,9.2,6.9,8.389
419,2023,9.5,7.6,7.875
419,2024,9.382456140666669,8.166666666666666,8.5475
420,2022,9.0,4.5,8.0
420,2023,9.3,5.3,7.96
420,2024,9.557894737,4.0,7.96
421,2022,9.3,8.8,9.111
421,2023,9.9,7.3,8.17
421,2024,9.540744978333334,6.666666666666667,8.572
422,2022,10.0,2.5,7.5
422,2023,7.8,4.4,6.106666667
422,2024,6.157407407333333,2.833333333333333,5.5
423,2022,9.6,2.3,7.667
423,2023,8.7,3.4,7.45
423,2024,6.501135191,4.333333333333333,6.8275
424,2022,10.0,7.5,8.222
424,2023,9.9,6.4,7.7925
424,2024,9.616228070333332,3.333333333333333,7.1625
425,2022,10.0,9.0,7.5
425,2023,9.9,7.5,8.3775
425,2024,10.0,9.0,8.8375
426,2022,6.5,4.6,7.111
426,2023,7.6,5.0,7.5425
426,2024,7.905056759666666,4.833333333333333,8.0
427,2022,8.5,2.5,6.778
428,2022,8.7,9.5,7.111
428,2023,9.5,7.2,8.0425
428,2024,8.898245614,5.0,7.625
429,2022,5.3,2.7,6.611
430,2022,8.6,8.5,6.611
430,2023,9.3,6.4,7.75
431,2022,8.1,4.5,6.778
432,2022,6.8,5.1,6.611
432,2023,9.0,5.2,8.0425
432,2024,10.0,5.5,7.2875
433,2022,7.3,2.6,5.778
433,2023,7.2,4.8,7.613333333
433,2024,8.380952381,4.833333333333333,6.415
434,2022,8.1,5.7,6.778
434,2023,8.0,6.6,7.613333333
434,2024,5.061904762,5.5,6.55
435,2022,6.2,4.7,6.444
436,2022,8.1,2.0,6.611
436,2023,4.7,3.4,7.613333333
437,2022,8.3,5.8,6.611
437,2023,8.4,4.7,7.78
438,2022,8.7,7.3,6.889
438,2023,7.5,5.4,7.223333333
438,2024,8.6630434785,8.25,7.915
439,2022,4.9,2.3,6.5
440,2022,9.0,5.5,5.833
440,2023,8.2,6.2,7.835
441,2022,7.9,8.0,8.333
442,2022,8.2,7.5,8.222
442,2023,7.6,5.8,8.1275
442,2024,5.9151960783333335,5.0,7.8775
443,2022,9.1,5.6,8.5
443,2023,7.5,7.6,8.125
444,2022,7.2,3.1,7.778
444,2023,7.9,4.7,6.4575
444,2024,6.377276524666667,3.6666666666666665,5.96
445,2022,9.4,3.8,7.5
445,2023,8.8,8.4,8.176666667
445,2024,8.715873016,4.0,7.3725
446,2022,8.9,6.9,7.889
447,2022,7.0,3.5,5.556
448,2022,9.7,5.5,8.111
449,2022,6.0,7.0,8.111
449,2023,7.2,7.0,6.8425
450,2022,9.1,7.5,8.111
450,2023,8.4,5.4,7.9175
450,2024,8.954191033333332,7.5,7.58
451,2022,6.0,6.1,6.889
451,2023,9.5,8.9,9.896666667
452,2022,5.6,4.8,7.167
453,2022,8.7,8.8,7.778
454,2022,8.6,2.3,5.444
454,2023,7.5,2.6,5.54
454,2024,6.633138401666667,3.6666666666666665,5.833333333
455,2022,7.9,6.3,7.278
455,2024,6.111111111,4.5,7.276666667
456,2022,8.2,7.3,8.389
456,2023,8.3,9.9,9.953333333
456,2024,9.382456140333334,6.5,8.893333333
457,2022,8.8,8.5,7.667
457,2023,8.6,8.1,8.045
457,2024,8.743961352333335,8.666666666666666,7.77
458,2022,7.7,5.6,5.833
458,2023,6.9,3.8,6.2475
458,2024,3.739682539666666,4.0,6.83
459,2022,9.1,7.3,7.222
459,2023,9.3,8.3,7.88
459,2024,8.454106280333333,4.666666666666667,7.366
460,2022,8.1,3.3,5.056
461,2022,6.7,3.8,7.222
461,2023,7.9,7.4,8.616666667
461,2024,9.182446312,4.5,7.056666667
462,2022,8.5,3.6,6.778
462,2023,8.1,2.7,6.5825
463,2022,7.8,2.5,7.389
463,2023,5.4,4.0,7.795
464,2022,8.0,4.8,7.722
464,2023,7.7,3.0,7.38
464,2024,7.851461988333334,4.333333333333333,7.1175
465,2022,7.9,7.8,8.444
465,2023,9.4,8.5,8.17
466,2022,9.7,3.3,7.556
466,2023,7.6,4.5,7.056666667
466,2024,7.223245614,4.0,7.665
467,2022,8.4,5.5,7.111
467,2023,9.2,5.2,7.5425
467,2024,9.140350877333333,6.833333333333333,7.54
468,2022,6.7,4.1,6.722
468,2023,6.0,3.4,6.715
469,2022,9.6,5.7,7.833
469,2023,9.3,7.8,8.843333333
469,2024,9.498366013,5.0,6.94
470,2022,9.7,6.3,7.5
470,2023,9.2,4.9,7.71
470,2024,8.011695906666667,3.333333333333333,6.4975
471,2022,8.5,6.3,8.056
471,2023,9.0,5.0,8.125
471,2024,7.027568922333333,5.5,8.0425
472,2022,7.0,2.0,7.056
472,2023,7.1,5.5,8.223333333
472,2024,7.48447205,6.25,6.333333333
473,2022,6.1,4.3,5.889
474,2022,9.1,3.0,6.0
474,2023,7.8,3.3,6.7575
474,2024,5.818518518666667,3.0,6.8725
475,2022,9.2,5.8,7.667
476,2022,9.3,5.5,7.556
476,2023,7.0,4.1,7.505
476,2024,6.5964912280000005,4.5,6.745
477,2022,5.0,0.7,4.5
478,2022,9.1,4.9,7.056
478,2023,7.3,4.4,7.2975
479,2022,9.2,9.8,9.5
479,2023,10.0,9.7,9.6375
479,2024,9.866666666666667,9.666666666666666,9.45
480,2022,8.8,6.3,8.444
480,2023,9.7,7.9,8.336666667
480,2024,8.0714285715,5.0,7.443333333
481,2022,8.0,5.2,6.889
482,2022,7.9,5.5,6.833
483,2022,4.8,2.4,6.833
483,2023,6.0,5.6,8.166666667
483,2024,5.6428571430000005,5.25,8.056666667
484,2022,8.7,6.5,6.389
484,2023,7.5,3.6,6.8
484,2024,3.9141382866666654,0.0,3.1225
485,2022,4.0,1.2,5.444
486,2022,9.9,7.3,7.222
486,2023,6.4,6.2,8.7525
487,2022,9.7,9.6,9.333
487,2023,9.9,9.5,9.26
487,2024,9.441269841333334,9.666666666666666,9.1725
488,2022,8.8,7.3,7.722
489,2022,7.2,0.0,6.5
490,2022,8.2,7.7,8.722
490,2023,7.9,5.8,9.0075
490,2024,5.5110047846666665,6.166666666666667,7.295
491,2022,9.7,7.0,7.722
491,2023,9.6,5.0,8.3375
491,2024,9.011904762,5.25,7.166666667
492,2022,8.8,7.1,8.278
493,2022,9.4,7.2,8.278
493,2023,9.6,6.0,8.84
493,2024,8.933333333333334,3.1666666666666665,6.705
494,2022,8.3,5.8,6.944
494,2023,9.0,6.8,8.71
494,2024,7.329323308333333,6.333333333333333,8.915
495,2022,8.9,8.4,8.056
495,2023,8.4,7.4,8.755
496,2022,6.8,5.7,7.556
496,2023,7.1,8.3,8.71
496,2024,5.315995871999999,5.666666666666667,6.1625
497,2022,9.2,5.1,5.833
497,2023,8.7,3.5,6.885
497,2024,6.095238095,1.0,3.506666667
498,2022,8.8,8.8,7.556
499,2022,10.0,8.2,7.444
499,2023,10.0,6.6,8.2975
499,2024,9.0476190475,4.75,7.5
500,2022,10.0,9.5,7.889
500,2023,10.0,7.9,8.7975
500,2024,10.0,6.666666666666667,8.3775
501,2022,8.8,6.8,7.333
501,2023,8.4,8.9,9.396666667
501,2024,7.9949874685,8.75,8.17
502,2022,9.7,7.4,7.778
502,2023,9.8,8.0,8.95
502,2024,9.761904762,8.0,8.84
503,2022,10.0,8.8,7.5
503,2023,10.0,8.7,8.255
503,2024,9.824561403666666,7.666666666666667,7.7925
504,2022,8.9,8.0,7.556
504,2023,8.3,7.9,8.836666667
505,2022,8.0,8.4,7.556
506,2022,7.3,7.2,7.278
506,2023,8.1,8.5,7.92
507,2022,10.0,7.4,7.222
508,2022,7.4,4.5,7.556
508,2023,8.6,7.5,8.6725
508,2024,5.567251461999999,4.666666666666667,7.5
509,2022,8.2,9.2,7.833
509,2023,8.1,8.6,8.84
509,2024,6.363636363666667,6.0,7.2475
510,2022,9.3,7.1,7.056
511,2022,10.0,5.3,7.056
512,2022,9.3,6.2,7.722
513,2022,9.6,8.3,7.778
513,2023,9.7,7.5,9.0075
513,2024,8.831746031666666,7.666666666666667,8.545
514,2022,9.7,4.8,5.889
514,2023,7.5,5.5,5.896666667
514,2024,7.595238095,3.0,5.996666667
515,2022,6.3,5.8,7.556
516,2022,9.7,9.9,8.056
516,2023,9.8,9.3,8.7175
516,2024,10.0,8.833333333333334,7.56
517,2022,9.5,7.7,7.833
517,2023,9.0,6.6,6.7125
517,2024,5.266499582333334,5.0,6.11
518,2022,9.4,7.5,7.5
518,2023,8.5,6.7,6.9175
518,2024,6.830075188,4.0,6.94
519,2022,9.6,7.5,7.333
519,2023,9.9,7.4,8.223333333
520,2022,6.8,6.8,7.278
521,2022,10.0,6.0,7.5
521,2023,9.9,7.9,8.166666667
521,2024,9.0357142855,6.25,7.276666667
522,2022,9.1,7.5,8.167
522,2023,9.2,8.3,8.45
522,2024,9.523809524,9.0,7.89
523,2022,9.5,6.5,7.556
524,2022,9.4,9.1,8.056
524,2023,9.2,8.9,7.42
524,2024,5.111779448666667,8.666666666666666,7.39
525,2022,9.3,8.6,8.167
525,2023,8.6,9.2,9.566666667
526,2022,9.9,8.0,8.167
526,2023,9.8,8.8,7.7525
526,2024,9.382456140333334,7.333333333333333,7.496666667
527,2022,10.0,6.5,7.5
527,2023,9.1,6.5,7.78
527,2024,10.0,6.0,7.383333333
528,2022,6.2,4.0,6.944
528,2023,8.5,8.2,7.92
528,2024,5.793483709333334,6.666666666666667,6.936666667
529,2022,8.9,5.2,6.556
529,2023,9.6,6.8,6.893333333
529,2024,6.607142857,4.25,4.886666667
530,2022,9.0,8.9,9.056
530,2023,8.8,5.7,7.46
530,2024,6.468838763666667,4.5,7.496666667
531,2022,9.8,7.8,8.167
531,2023,10.0,7.7,8.59
531,2024,9.803921568666668,6.666666666666667,7.335
532,2022,9.7,5.5,7.167
533,2022,8.8,6.0,7.333
533,2023,9.3,5.8,7.613333333
534,2022,7.4,7.1,7.333
534,2023,8.1,5.4,7.92
534,2024,6.043441938333333,5.0,7.103333333
535,2022,9.2,5.1,6.917
535,2023,9.4,5.6,8.95
535,2024,7.161904762,6.0,7.5
536,2022,8.9,6.0,7.75
536,2023,9.3,5.9,9.17
536,2024,9.109090909,5.5,7.415
537,2022,9.0,4.8,7.167
538,2022,7.5,6.8,5.583
538,2023,8.6,4.7,7.39
538,2024,7.668803418666666,6.166666666666667,5.292
539,2022,9.3,7.5,8.417
539,2023,8.6,8.5,8.84
539,2024,9.233333333333333,5.833333333333333,9.13
540,2022,9.5,7.0,7.5
540,2023,8.8,7.1,8.95
541,2022,7.8,2.5,5.0
542,2022,9.8,6.5,7.417
542,2023,9.7,6.3,9.006666667
542,2024,6.481366459666667,3.9333333333333336,6.232
543,2022,9.8,6.5,7.167
543,2023,9.8,6.5,9.006666667
543,2024,9.616977225666666,6.833333333333333,8.7
544,2022,9.7,3.3,6.0
545,2022,6.6,5.5,7.5
546,2022,7.9,5.6,7.917
546,2023,7.2,5.7,9.173333333
546,2024,3.783838383666666,4.666666666666667,5.5
547,2022,9.7,7.6,8.833
547,2023,9.1,6.2,8.95
547,2024,7.030620028333334,6.833333333333333,5.932
548,2022,9.1,7.2,7.583
548,2023,9.1,7.4,8.283333333
548,2024,7.600427350666667,6.666666666666667,5.626
549,2022,7.9,4.2,6.167
549,2023,8.1,6.4,7.5
549,2024,7.204968943999999,5.75,5.9125
550,2022,9.0,1.9,6.25
551,2022,7.3,6.6,7.333
551,2023,8.6,5.4,8.393333333
552,2022,8.8,5.5,7.167
552,2023,5.6,6.4,6.89
553,2022,6.9,3.3,8.167
554,2022,6.0,4.0,5.75
555,2022,8.1,4.4,5.167
555,2023,8.1,3.9,6.946666667
555,2024,2.750517598333333,4.333333333333333,5.03
556,2022,8.8,6.4,8.25
556,2023,9.6,7.2,9.396666667
556,2024,6.171428571333333,3.8333333333333335,6.1625
557,2022,8.4,9.4,9.333
557,2023,8.2,8.9,9.62
557,2024,8.756265663999999,9.666666666666666,9.576
558,2022,8.5,4.3,4.5
558,2023,9.4,6.0,6.78
558,2024,3.7763975156666674,3.0,4.268
559,2022,9.2,7.1,8.083
559,2023,9.4,7.4,8.506666667
559,2024,5.705128205,3.1666666666666665,4.728
560,2022,7.2,3.8,3.75
560,2023,8.4,4.0,6.0
561,2022,9.0,7.4,8.833
562,2022,9.0,8.0,8.75
562,2023,8.5,8.7,8.893333333
562,2024,9.833333333333334,7.833333333333333,7.25
563,2022,9.2,8.5,8.833
563,2023,9.7,6.2,8.726666667
563,2024,9.461904762,8.333333333333334,7.468
564,2022,3.8,2.3,6.833
565,2022,4.1,2.9,5.917
566,2022,8.4,8.5,7.917
566,2023,8.8,8.4,8.673333333
567,2022,6.0,4.8,6.833
568,2022,8.6,8.3,7.944
568,2023,7.9,7.6,8.01
568,2024,3.2619047620000003,5.166666666666667,5.496
569,2022,8.7,6.8,7.333
570,2022,7.0,1.3,6.778
570,2023,7.3,5.9,8.056666667
570,2024,8.0020703935,6.75,6.4075
571,2022,8.8,3.7,6.944
571,2023,7.9,5.0,7.616666667
571,2024,8.695652174,5.25,5.8325
572,2022,8.0,6.8,6.833
573,2022,9.9,8.2,8.944
573,2023,9.8,6.6,8.45
573,2024,9.5,5.0,6.8275
574,2022,7.2,7.5,6.944
574,2023,8.2,8.1,8.173333333
575,2022,6.1,2.8,7.0
576,2022,9.1,7.8,7.111
576,2023,9.3,8.0,8.503333333
576,2024,10.0,9.25,8.4975
577,2022,9.3,9.0,7.111
577,2023,8.2,7.4,7.673333333
577,2024,5.7660455485,8.0,6.535
578,2022,10.0,9.5,9.611
578,2023,10.0,9.7,9.7625
578,2024,10.0,9.833333333333334,9.45
579,2022,5.8,3.8,7.222
580,2022,9.6,7.6,7.167
580,2023,9.8,9.0,8.67
580,2024,8.871635610999999,9.25,7.2475
581,2022,8.9,5.0,5.889
581,2023,9.8,7.9,7.393333333
581,2024,8.198757764,8.75,6.165
582,2022,9.0,4.9,7.222
583,2022,9.4,7.1,7.333
583,2023,9.4,6.3,8.616666667
583,2024,8.904455179666668,5.0,6.87
584,2022,8.5,4.6,7.333
584,2023,9.0,5.8,8.56
584,2024,5.636363636333333,4.333333333333333,6.37
585,2022,9.1,5.0,6.889
586,2022,9.6,8.2,8.778
586,2023,10.0,8.4,9.343333333
586,2024,9.241269841333333,8.5,8.056666667
587,2022,9.3,3.8,6.167
587,2023,7.0,2.7,6.72
587,2024,7.380952381,6.25,5.74
588,2022,10.0,9.3,8.278
588,2023,9.6,7.8,9.673333333
588,2024,9.833333333333334,7.833333333333333,8.0
589,2022,9.4,5.8,7.056
590,2022,8.6,7.4,7.611
590,2023,9.7,6.5,8.34
590,2024,8.457556936,4.0,7.723333333
591,2022,9.3,7.1,7.389
591,2023,8.5,6.9,7.333333333
591,2024,7.913043478500001,7.5,6.54
592,2022,8.5,8.4,7.778
592,2023,9.2,7.6,8.95
592,2024,6.108152734666667,7.833333333333333,7.625
593,2022,7.4,4.6,6.278
594,2022,9.4,7.8,6.889
594,2023,7.1,5.8,7.336666667
594,2024,5.75,7.0,6.053333333
595,2022,5.5,1.0,6.0
595,2023,7.0,3.3,5.55
596,2022,10.0,9.3,9.0
597,2022,10.0,8.0,7.056
597,2023,9.6,8.5,8.56
597,2024,9.3271221535,6.0,6.883333333
598,2022,7.2,3.7,6.944
599,2022,9.2,9.1,8.556
599,2023,9.5,8.5,9.286666667
599,2024,8.607843137333333,7.666666666666667,7.28
600,2022,8.4,3.9,6.833
600,2023,8.4,7.2,8.056666667
600,2024,8.010869565,7.5,7.22
601,2022,9.7,5.7,7.167
601,2023,10.0,8.7,8.336666667
601,2024,10.0,8.75,8.425
602,2022,9.7,8.6,7.667
602,2023,9.6,8.1,9.51
602,2024,9.670588235333334,7.333333333333333,8.545
603,2022,9.5,7.5,8.0
603,2023,8.9,7.0,7.78
603,2024,7.155555555666666,4.666666666666667,6.216666667
604,2022,9.0,8.8,8.333
604,2023,9.3,7.5,8.616666667
604,2024,7.502992776333333,7.0,6.21
605,2022,9.3,7.1,7.556
605,2023,9.5,6.8,7.84
605,2024,6.194444444333333,2.6666666666666665,5.534
606,2022,9.0,1.8,6.111
606,2023,8.5,6.0,8.223333333
606,2024,7.613636363499999,3.25,5.606666667
607,2022,8.1,4.0,7.444
607,2023,7.5,6.8,8.17
607,2024,7.4782608695,7.0,7.165
608,2022,9.6,6.3,7.222
608,2023,7.5,6.2,8.113333333
608,2024,3.054347826,4.25,5.053333333
609,2022,7.6,6.0,7.056
609,2023,6.4,5.3,6.216666667
610,2022,9.6,6.5,8.5
610,2023,10.0,7.0,8.896666667
610,2024,9.694444444333334,6.333333333333333,8.336666667
611,2022,7.6,9.5,7.556
612,2022,9.2,7.9,7.167
612,2023,9.7,9.7,9.286666667
612,2024,9.5454545455,9.75,9.4
613,2022,9.2,9.2,8.556
613,2023,9.4,4.8,7.2125
613,2024,9.566666666666666,7.333333333333333,6.25
614,2022,9.7,9.6,8.278
614,2023,9.1,8.6,8.563333333
614,2024,9.7,6.833333333333333,7.603333333
615,2022,9.7,7.3,6.889
615,2023,9.7,7.6,8.616666667
616,2022,7.4,8.8,7.278
616,2023,6.6,6.8,6.783333333
616,2024,3.087719298333333,3.8333333333333335,4.946666667
617,2022,8.9,6.3,6.778
617,2023,9.0,6.9,8.116666667
618,2022,8.3,6.7,7.333
618,2023,9.2,6.2,7.95
618,2024,8.324074074,4.166666666666667,6.826666667
619,2022,8.0,9.0,7.333
619,2023,7.1,9.0,8.116666667
620,2022,7.5,6.8,6.833
620,2023,8.4,6.2,7.503333333
620,2024,3.984126984333333,2.5,5.886666667
621,2022,7.7,7.5,8.222
622,2022,3.8,3.8,6.0
623,2022,9.0,8.3,7.389
623,2023,9.5,7.3,7.446666667
623,2024,7.399999999999999,4.0,7.05
624,2022,8.9,6.8,7.722
624,2023,9.2,8.6,8.39
624,2024,8.219461698,4.0,7.213333333
625,2022,9.2,7.8,7.333
626,2022,7.6,1.3,7.278
626,2023,9.2,6.5,7.613333333
626,2024,3.380451127666667,5.333333333333333,6.443333333
627,2022,6.7,6.5,7.0
628,2022,7.6,9.2,7.333
628,2023,8.9,9.4,8.45
628,2024,10.0,9.0,7.833333333
629,2022,10.0,7.0,7.278
629,2023,9.4,7.5,7.95
629,2024,9.523809524,6.0,7.276666667
630,2022,9.2,7.3,7.278
630,2023,8.6,5.7,8.673333333
630,2024,8.4782608695,5.75,7.666666667
631,2022,6.8,7.0,7.222
631,2023,6.4,7.0,6.78
631,2024,7.212200435666666,4.166666666666667,6.245
632,2022,9.3,6.3,6.722
632,2023,9.1,7.4,8.563333333
632,2024,8.999164578333334,4.166666666666667,7.875
633,2022,8.9,7.7,7.833
633,2023,8.1,7.2,7.286666667
633,2024,4.707017544,3.333333333333333,6.1175
634,2022,9.4,6.5,8.222
635,2022,4.9,1.5,6.444
636,2022,8.0,7.3,7.389
636,2023,8.3,9.0,7.446666667
636,2024,4.9043062200000005,5.25,5.553333333
637,2022,9.0,5.8,7.0
637,2023,9.5,8.5,8.17
637,2024,6.2272727275,7.75,7.776666667
638,2022,9.3,3.9,6.278
638,2023,9.4,6.5,7.946666667
638,2024,5.7272727275,5.0,5.936666667
639,2022,7.4,5.5,6.611
639,2023,8.1,6.3,7.62
639,2024,5.278195488666667,3.8333333333333335,6.1625
640,2022,8.4,4.8,6.778
640,2023,7.3,4.9,8.446666667
641,2022,9.3,6.5,6.778
642,2022,9.7,7.3,7.778
642,2023,9.2,6.5,9.173333333
642,2024,9.149206349333332,4.0,6.9975
643,2022,8.0,6.2,6.722
643,2023,8.2,7.1,7.613333333
643,2024,6.8660287085,4.5,5.826666667
644,2022,8.0,8.8,8.278
644,2023,5.6,5.9,7.503333333
645,2022,8.1,2.0,6.833
645,2023,8.5,7.3,8.116666667
645,2024,8.3863636365,5.25,7.556666667
646,2022,9.8,8.4,8.389
646,2023,8.9,8.4,8.783333333
646,2024,9.266666666666667,6.166666666666667,7.7475
647,2022,8.6,3.3,7.278
647,2023,8.7,5.2,8.446666667
648,2022,7.5,5.3,7.5
649,2022,8.9,7.4,7.611
649,2023,9.3,6.5,8.836666667
649,2024,6.004481792666667,3.6666666666666665,7.333333333
650,2022,8.7,6.9,7.5
651,2022,9.3,7.8,8.333
651,2023,8.2,9.3,7.95
651,2024,10.0,7.5,8.336666667
652,2022,9.6,7.8,7.5
652,2023,9.4,7.0,8.446666667
652,2024,6.931818182000001,5.5,7.663333333
653,2022,9.6,9.3,7.5
653,2023,9.8,7.9,9.06
653,2024,9.537254902,5.166666666666667,7.89
654,2022,8.6,6.8,7.556
655,2022,9.2,8.3,8.389
655,2023,9.9,8.3,8.896666667
655,2024,10.0,6.833333333333333,7.166666667
656,2022,7.5,6.3,7.5
656,2023,8.9,7.3,7.173333333
656,2024,5.978431372666667,4.166666666666667,6.106666667
657,2022,9.8,9.0,7.5
657,2023,10.0,8.2,8.73
657,2024,9.6,7.5,7.056666667
658,2022,9.3,5.6,7.917
658,2023,9.5,6.1,9.173333333
658,2024,10.0,3.6666666666666665,6.738
659,2022,7.8,9.3,8.333
660,2022,9.0,6.9,9.083
661,2022,8.3,7.8,7.917
661,2023,7.7,6.5,7.836666667
662,2022,8.8,6.8,6.083
662,2023,7.6,6.7,6.72
662,2024,7.610722610666666,4.166666666666667,7.234
663,2022,8.7,5.8,5.25
663,2023,7.4,7.0,7.393333333
663,2024,7.0910973085,6.5,6.89
664,2022,8.8,6.3,7.167
664,2023,9.6,8.0,8.116666667
664,2024,6.7734553775,5.75,7.666666667
665,2022,7.4,6.8,7.25
665,2023,4.9,5.2,8.226666667
665,2024,5.068181818,4.75,5.443333333
666,2022,9.1,7.8,8.833
666,2023,9.1,7.1,9.62
666,2024,7.881527348,7.166666666666667,8.375
667,2022,5.6,4.5,5.833
667,2023,6.9,5.2,7.836666667
667,2024,7.038986354666666,4.666666666666667,6.966
668,2022,3.3,2.8,3.75
668,2023,6.3,3.4,7.616666667
669,2022,9.7,6.0,7.833
669,2023,7.8,5.0,7.06
669,2024,4.851851851666666,5.333333333333333,6.883333333
670,2022,8.8,6.9,8.167
670,2023,8.7,7.0,9.343333333
670,2024,9.441269841333334,8.666666666666666,8.166666667
671,2022,8.2,8.8,7.417
671,2023,8.3,7.8,5.68
672,2022,8.5,8.8,6.75
672,2023,9.5,6.4,6.43
672,2024,3.95256917,0.0,4.496666667
673,2022,9.2,9.2,8.583
674,2022,8.7,8.0,6.333
674,2023,8.5,5.2,8.67
675,2022,6.6,7.4,7.083
675,2023,8.0,8.3,8.34
676,2022,8.6,9.3,8.167
677,2022,9.4,7.3,8.583
677,2023,8.2,8.7,9.84
678,2022,10.0,7.3,9.5
678,2023,8.8,7.3,8.336666667
679,2022,8.2,6.3,7.833
679,2023,7.5,3.6,7.393333333
680,2022,8.8,7.4,7.75
680,2023,9.1,6.4,7.78
680,2024,6.6428571430000005,3.0,6.606666667
681,2022,8.5,6.5,8.0
681,2023,7.8,8.3,8.18
681,2024,7.840909091,2.5,6.665
682,2022,9.1,7.0,8.083
683,2022,5.0,4.0,8.083
684,2022,7.5,9.3,7.917
684,2023,8.1,6.5,5.84
684,2024,9.090909091,4.25,8.0
685,2022,6.2,8.0,7.833
686,2022,8.6,8.8,8.083
686,2023,9.0,8.0,8.56
686,2024,8.7857142855,7.25,7.503333333
687,2022,9.0,8.3,8.0
687,2023,9.0,6.9,8.226666667
687,2024,9.2355889725,7.25,8.003333333
688,2022,9.7,7.9,7.917
688,2023,9.3,8.6,8.06
688,2024,10.0,7.5,9.45
689,2022,7.9,5.8,6.667
690,2022,9.5,7.0,7.417
690,2023,9.8,9.1,10.01
690,2024,8.409090909,6.25,7.835
691,2022,9.2,9.4,7.917
692,2022,8.9,6.9,7.917
692,2023,7.7,4.6,7.39
693,2022,9.8,5.7,7.667
693,2023,9.4,8.5,10.01
693,2024,9.5227272725,8.0,8.42
694,2022,9.0,8.1,7.917
695,2022,3.1,2.5,2.5
696,2022,9.0,6.6,8.167
696,2023,9.4,6.7,8.503333333
696,2024,7.845238095,5.25,8.0
